EU	GL	JP	NA	OT	genre	platform	pub	title	year	mGame
0.01	0.02	0.0	0.0	0.0	Shooter	PC	Atari	Unreal Tournament 2004	2004	0
0.02	0.02	0.0	0.0	0.0	Misc	PC	Avanquest Software	4 Play Collection - Dark Mysteries	2014	0
0.01	0.02	0.0	0.0	0.0	Role-Playing	PC	Koch Media	Pirates of the Burning Sea	2008	0
0.01	0.02	0.0	0.0	0.0	Adventure	PC	Empire Interactive	The Longest Journey	1999	0
0.01	0.02	0.0	0.0	0.0	Action	PC	Ubisoft	Lost: Via Domus	2008	0
0.01	0.02	0.0	0.0	0.0	Strategy	PC	Paradox Interactive	Elven Legacy Collection	2010	0
0.02	0.02	0.0	0.0	0.0	Simulation	PC	Aerosoft	Fernbus Simulator	2016	0
0.01	0.02	0.0	0.0	0.0	Strategy	PC	Kalypso Media	Disciples III: Renaissance	2010	0
0.0	0.02	0.0	0.02	0.0	Shooter	PC	Visco	The Haunted: Hell's Reach	2011	0
0.01	0.02	0.0	0.0	0.0	Action	PC	Capcom	Dark Void	2010	0
0.01	0.02	0.0	0.0	0.0	Action	PC	Eidos Interactive	LEGO Star Wars: The Video Game	2005	0
0.0	0.02	0.0	0.01	0.0	Action	PC	THQ	The Incredibles: Rise of the Underminer	2005	0
0.02	0.02	0.0	0.0	0.0	Role-Playing	PC	Paradox Interactive	Pillars of Eternity	2014	0
0.01	0.02	0.0	0.0	0.0	Strategy	PC	Take-Two Interactive	Stronghold Legends	2006	0
0.01	0.02	0.0	0.0	0.0	Puzzle	PC	Unknown	The Dark Hills of Cherai	2009	0
0.0	0.02	0.0	0.01	0.0	Strategy	PC	Electronic Arts	Command & Conquer Collection	2003	0
0.0	0.02	0.0	0.01	0.0	Shooter	PC	NovaLogic	Joint Operations: Combined Arms	2009	0
0.02	0.02	0.0	0.0	0.0	Racing	PC	Namco Bandai Games	Valentino Rossi: The Game	2016	0
0.01	0.02	0.0	0.0	0.0	Strategy	PC	Virgin Interactive	Worms World Party	2001	0
0.01	0.02	0.0	0.0	0.0	Shooter	PC	Microsoft Game Studios	Gears of War	2007	0
0.02	0.02	0.0	0.0	0.0	Simulation	PC	Electronic Arts	The Sims 4: Luxury Party Stuff	2015	0
0.02	0.02	0.0	0.0	0.0	Strategy	PC	Koch Media	Total War Attila: Tyrants & Kings	2016	0
0.01	0.02	0.0	0.0	0.0	Action	PC	Activision	LEGO Star Wars II: The Original Trilogy	2006	0
0.01	0.02	0.0	0.0	0.0	Simulation	PC	Ubisoft	Star Trek: Legacy	2006	0
0.02	0.02	0.0	0.0	0.0	Strategy	PC	Microsoft Game Studios	Halo Wars 2	2017	0
0.01	0.02	0.0	0.0	0.0	Adventure	PC	Microids	Post Mortem	2003	0
0.01	0.02	0.0	0.0	0.0	Adventure	PC	Crimson Cow	A Vampyre Story	2008	0
0.0	0.02	0.0	0.01	0.0	Simulation	PC	Paradox Interactive	Majesty 2: The Fantasy Kingdom Sim	2009	0
0.01	0.02	0.0	0.0	0.0	Platform	PC	THQ	Wall-E	2008	0
0.01	0.02	0.0	0.0	0.0	Shooter	PC	MC2 Entertainment	Sniper Elite	2005	0
0.01	0.02	0.0	0.0	0.0	Adventure	PC	MC2 Entertainment	Syberia II	2004	0
0.01	0.02	0.0	0.0	0.0	Strategy	PC	Mamba Games	Achtung Panzer: Kharkov 1943	2010	0
0.01	0.02	0.0	0.0	0.0	Strategy	PC	Paradox Interactive	Majesty 2 Collection	2011	0
0.0	0.02	0.0	0.01	0.0	Shooter	PC	Activision	Enemy Territory: Quake Wars	2007	0
0.01	0.02	0.0	0.0	0.0	Racing	PC	Codemasters	Colin McRae Rally 2005	2004	0
0.01	0.02	0.0	0.0	0.0	Role-Playing	PC	Focus Home Interactive	The Technomancer	2016	0
0.0	0.02	0.0	0.01	0.0	Strategy	PC	Infogrames	RollerCoaster Tycoon: Gold Edition	2002	0
0.01	0.02	0.0	0.0	0.0	Racing	PC	PQube	WRC 6	2016	0
0.01	0.02	0.0	0.0	0.0	Sports	PC	Electronic Arts	FIFA Soccer 08	2007	0
0.01	0.02	0.0	0.0	0.0	Strategy	PC	Electronic Arts	Command & Conquer 4: Tiberian Twilight	2010	0
0.01	0.02	0.0	0.0	0.0	Sports	PC	Sega	Worldwide Soccer Manager 2006	2004	0
0.01	0.02	0.0	0.0	0.0	Strategy	PC	Unknown	War for the Overworld	2015	0
0.01	0.02	0.0	0.0	0.0	Strategy	PC	Vivendi Games	Evil Genius	2004	0
0.01	0.02	0.0	0.0	0.0	Action	PC	Capcom	DuckTales: Remastered	2013	0
0.01	0.02	0.0	0.0	0.0	Strategy	PC	Kalypso Media	Imperium Romanum	2008	0
0.01	0.01	0.0	0.0	0.0	Platform	PC	Focus Home Interactive	Contrast	2013	0
0.01	0.01	0.0	0.0	0.0	Action	PC	Touchstone	Turok	2008	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Microsoft Game Studios	Impossible Creatures	2002	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Paradox Interactive	Sengoku	2011	0
0.01	0.01	0.0	0.0	0.0	Role-Playing	PC	THQ Nordic	The Dwarves	2016	0
0.01	0.01	0.0	0.0	0.0	Simulation	PC	Lighthouse Interactive	Ship Simulator 2008	2007	0
0.0	0.01	0.0	0.01	0.0	Simulation	PC	Aerosoft	Rise of Flight: Iron Cross Edition	2010	0
0.01	0.01	0.0	0.0	0.0	Role-Playing	PC	NCSoft	Guild Wars: Factions	2006	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Kalypso Media	Theatre Of War	2007	0
0.01	0.01	0.0	0.0	0.0	Action	PC	Ubisoft	TrackMania Turbo	2016	0
0.01	0.01	0.0	0.0	0.0	Role-Playing	PC	Square Enix	The Last Remnant	2009	0
0.01	0.01	0.0	0.0	0.0	Adventure	PC	Avanquest	Coronation Street: The Mystery of the Missing Hotpot Recipe	2011	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	CDV Software Entertainment	Codename: Panzers Phase Two	2005	0
0.01	0.01	0.0	0.0	0.0	Shooter	PC	Atari	Unreal Tournament 2003	2002	0
0.01	0.01	0.0	0.0	0.0	Action	PC	Take-Two Interactive	Grand Theft Auto III	2002	0
0.01	0.01	0.0	0.0	0.0	Shooter	PC	Ubisoft	Call of Juarez	2006	0
0.01	0.01	0.0	0.0	0.0	Role-Playing	PC	Atari	Neverwinter Nights 2: Mask of the Betrayer	2007	0
0.01	0.01	0.0	0.0	0.0	Misc	PC	Ubisoft	Rayman Raving Rabbids	2006	0
0.01	0.01	0.0	0.0	0.0	Racing	PC	Milestone S.r.l.	MXGP 2	2016	0
0.01	0.01	0.0	0.0	0.0	Simulation	PC	Excalibur Publishing	Digger Simulator	2011	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Ascaron Entertainment GmbH	Blitzkrieg 2 Anthology	2008	0
0.01	0.01	0.0	0.0	0.0	Sports	PC	Sega	Football Manager Live	2009	0
0.01	0.01	0.0	0.0	0.0	Action	PC	LEGO Media	Legoland	1999	0
0.01	0.01	0.0	0.0	0.0	Action	PC	Focus Home Interactive	Farming Simulator 15 Expansion Pack	2015	0
0.01	0.01	0.0	0.0	0.0	Shooter	PC	Take-Two Interactive	Serious Sam II	2005	0
0.01	0.01	0.0	0.0	0.0	Puzzle	PC	Avanquest	Jewel Quest II	2007	0
0.01	0.01	0.0	0.0	0.0	Shooter	PC	Astragon	theHunter: Call of the Wild	2017	0
0.01	0.01	0.0	0.0	0.0	Sports	PC	Sega	Virtua Tennis 3	2007	0
0.01	0.01	0.0	0.0	0.0	Simulation	PC	Blue Byte	IL-2 Sturmovik	2001	0
0.01	0.01	0.0	0.0	0.0	Puzzle	PC	Namco Bandai Games	Brain Exercise With Dr. Kawashima	2009	0
0.01	0.01	0.0	0.0	0.0	Sports	PC	Sega	Football Manager 2005	2004	0
0.01	0.01	0.0	0.0	0.0	Puzzle	PC	Unknown	Dark Parables: The Exiled Prince	2011	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Electronic Arts	BattleForge	2009	0
0.01	0.01	0.0	0.0	0.0	Action	PC	Electronic Arts	Harry Potter and the Chamber of Secrets	2002	0
0.01	0.01	0.0	0.0	0.0	Fighting	PC	PQube	BlazBlue: Calamity Trigger	2010	0
0.01	0.01	0.0	0.0	0.0	Puzzle	PC	Focus Multimedia	Mystery Legends: Beauty and the Beast	2012	0
0.01	0.01	0.0	0.0	0.0	Simulation	PC	Electronic Arts	Rail Simulator	2007	0
0.0	0.01	0.0	0.01	0.0	Role-Playing	PC	Activision	Marvel: Ultimate Alliance	2006	0
0.0	0.01	0.0	0.01	0.0	Action	PC	Activision	Spider-Man: Friend or Foe	2007	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Nordic Games	Battle Worlds: Kronos	2016	0
0.0	0.01	0.0	0.01	0.0	Shooter	PC	Vivendi Games	F.E.A.R. Perseus Mandate	2007	0
0.01	0.01	0.0	0.0	0.0	Role-Playing	PC	Eidos Interactive	Deus Ex	2000	0
0.01	0.01	0.0	0.0	0.0	Sports	PC	Electronic Arts	Tiger Woods PGA Tour 2005	2004	0
0.01	0.01	0.0	0.0	0.0	Adventure	PC	GSP	Small Town Terrors - Galdor's Bluff	2016	0
0.01	0.01	0.0	0.0	0.0	Sports	PC	Eidos Interactive	Championship Manager 2010	2009	0
0.01	0.01	0.0	0.0	0.0	Racing	PC	Codemasters	Colin McRae Rally 04	2004	0
0.01	0.01	0.0	0.0	0.0	Simulation	PC	Paradox Development	Cities: Skylines Snowfall	2016	0
0.01	0.01	0.0	0.0	0.0	Shooter	PC	Vivendi Games	The Chronicles of Riddick: Assault on Dark Athena	2009	0
0.01	0.01	0.0	0.0	0.0	Racing	PC	Sega	Sonic & All-Stars Racing Transformed	2013	0
0.0	0.01	0.0	0.01	0.0	Shooter	PC	Vivendi Games	TimeShift	2007	0
0.01	0.01	0.0	0.0	0.0	Shooter	PC	Eidos Interactive	Conflict: Denied Ops	2008	0
0.01	0.01	0.0	0.0	0.0	Racing	PC	Empire Interactive	FlatOut: Ultimate Carnage	2008	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Eidos Interactive	Battlestations: Midway	2007	0
0.01	0.01	0.0	0.0	0.0	Fighting	PC	Namco Bandai Games	Tekken 7	2017	0
0.0	0.01	0.0	0.01	0.0	Misc	PC	Atari	Dungeons & Dragons: Neverwinter Nights - Complete	2011	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Ascaron Entertainment	The Train Giant	2012	0
0.0	0.01	0.0	0.01	0.0	Racing	PC	Activision	Monster Jam	2007	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Focus Home Interactive	Act of Aggression	2015	0
0.01	0.01	0.0	0.0	0.0	Action	PC	Bethesda Softworks	Fallout Anthology	2015	0
0.01	0.01	0.0	0.0	0.0	Shooter	PC	Electronic Arts	Command & Conquer Renegade	2002	0
0.01	0.01	0.0	0.0	0.0	Adventure	PC	Kalypso Media	Gobliiins 4	2009	0
0.01	0.01	0.0	0.0	0.0	Racing	PC	THQ	Juiced 2: Hot Import Nights	2007	0
0.01	0.01	0.0	0.0	0.0	Sports	PC	Ubisoft	Rugby World Cup 2015	2015	0
0.01	0.01	0.0	0.0	0.0	Misc	PC	Electronic Arts	Poker for Dummies	2008	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Nordic Games	Codename: Panzers Complete Collection	2016	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Kalypso Media	Tropico 3: Gold Edition	2010	0
0.01	0.01	0.0	0.0	0.0	Misc	PC	Focus Home Interactive	Deal or No Deal	2006	0
0.01	0.01	0.0	0.0	0.0	Role-Playing	PC	Interplay	Icewind Dale II	2002	0
0.01	0.01	0.0	0.0	0.0	Adventure	PC	Atari	Alone in the Dark	2008	0
0.01	0.01	0.0	0.0	0.0	Sports	PC	Konami Digital Entertainment	Pro Evolution Soccer 2010	2009	0
0.01	0.01	0.0	0.0	0.0	Racing	PC	Sega	Sega Rally Revo	2007	0
0.01	0.01	0.0	0.0	0.0	Shooter	PC	Codemasters	Clive Barker's Jericho	2007	0
0.01	0.01	0.0	0.0	0.0	Racing	PC	Vivendi Games	Grand Prix Legends	1997	0
0.01	0.01	0.0	0.0	0.0	Sports	PC	Konami Digital Entertainment	Winning Eleven: Pro Evolution Soccer 2007	2006	0
0.0	0.01	0.0	0.01	0.0	Action	PC	Activision	Madagascar: Escape 2 Africa	2008	0
0.01	0.01	0.0	0.0	0.0	Role-Playing	PC	1C Company	King's Bounty: Armored Princess	2009	0
0.01	0.01	0.0	0.0	0.0	Racing	PC	Codemasters	DiRT 4	2017	0
0.01	0.01	0.0	0.0	0.0	Action	PC	Konami Digital Entertainment	Metal Gear Solid V: Ground Zeroes	2014	0
0.0	0.01	0.0	0.01	0.0	Action	PC	Activision	Transformers: Fall of Cybertron	2012	0
0.0	0.01	0.0	0.01	0.0	Shooter	PC	Activision	Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)	2010	0
0.01	0.01	0.0	0.0	0.0	Action	PC	Nobilis	Trine	2009	0
0.01	0.01	0.0	0.0	0.0	Action	PC	Eidos Interactive	Legacy of Kain: Defiance	2003	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Codemasters	Hospital Tycoon	2007	0
0.01	0.01	0.0	0.0	0.0	Simulation	PC	Sega	Motorsport Manager (2017)	2017	0
0.0	0.01	0.0	0.01	0.0	Puzzle	PC	Unknown	The Treasures of Mystery Island 3 Pack - Save Mystery Island!	2011	0
0.01	0.01	0.0	0.0	0.0	Action	PC	Activision	The Amazing Spider-Man 2 (2014)	2014	0
0.01	0.01	0.0	0.0	0.0	Adventure	PC	JoWood Productions	Agatha Christie: Peril at End House	2009	0
0.01	0.01	0.0	0.0	0.0	Role-Playing	PC	Codemasters	The Rise of the Argonauts	2008	0
0.01	0.01	0.0	0.0	0.0	Sports	PC	DTP Entertainment	Summer Athletics	2008	0
0.0	0.01	0.0	0.01	0.0	Puzzle	PC	PopCap Games	Bookworm Deluxe	2006	0
0.0	0.01	0.0	0.01	0.0	Strategy	PC	Trion Worlds	End of Nations	2012	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Microprose	Worms 2	1997	0
0.01	0.01	0.0	0.0	0.0	Simulation	PC	Eidos Interactive	Pony Friends 2	2009	0
0.0	0.01	0.0	0.01	0.0	Shooter	PC	Destineer	Breach	2011	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Unknown	STORM: Frontline Nation	2011	0
0.01	0.01	0.0	0.0	0.0	Adventure	PC	DTP Entertainment	15 Days	2009	0
0.0	0.01	0.0	0.01	0.0	Adventure	PC	Ubisoft	Myst IV: Revelation	2004	0
0.01	0.01	0.0	0.0	0.0	Action	PC	Focus Multimedia	Minds and Mystery: 5 Game Pack	2014	0
0.01	0.01	0.0	0.0	0.0	Misc	PC	Kalypso Media	Patrician IV: Gold Edition	2011	0
0.01	0.01	0.0	0.0	0.0	Adventure	PC	Ubisoft	CSI: Hard Evidence	2007	0
0.01	0.01	0.0	0.0	0.0	Role-Playing	PC	Atari	Champions Online	2009	0
0.0	0.01	0.0	0.01	0.0	Misc	PC	Atari	Dungeons & Dragons Anthology: The Master Collection	2011	0
0.01	0.01	0.0	0.0	0.0	Simulation	PC	Electronic Arts	The Sims 2: Celebration Stuff	2007	0
0.01	0.01	0.0	0.0	0.0	Shooter	PC	Codemasters	Damnation	2009	0
0.01	0.01	0.0	0.0	0.0	Shooter	PC	Warner Bros. Interactive Entertainment	Wanted: Weapons of Fate	2009	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Electronic Arts	Spore Galactic Adventures	2009	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Vivendi Games	Emperor: Rise of the Middle Kingdom	2002	0
0.01	0.01	0.0	0.0	0.0	Adventure	PC	Focus Home Interactive	Sherlock Holmes vs. Jack the Ripper	2009	0
0.01	0.01	0.0	0.0	0.0	Sports	PC	Konami Digital Entertainment	Pro Evolution Soccer 2008	2007	0
0.01	0.01	0.0	0.0	0.0	Shooter	PC	Activision	Gun	2005	0
0.01	0.01	0.0	0.0	0.0	Racing	PC	Milestone S.r.l	Sébastien Loeb Rally Evo	2016	0
0.01	0.01	0.0	0.0	0.0	Shooter	PC	505 Games	Necrovision	2009	0
0.0	0.01	0.0	0.01	0.0	Strategy	PC	Microsoft Game Studios	Zoo Tycoon 2: Extinct Animals	2007	0
0.01	0.01	0.0	0.0	0.0	Action	PC	Big Fish Games	Witch Hunters: Stolen Beauty	2015	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Paradox Interactive	UFO: Extraterrestrials	2007	0
0.01	0.01	0.0	0.0	0.0	Sports	PC	Bigben Interactive	Handball 16	2015	0
0.01	0.01	0.0	0.0	0.0	Adventure	PC	GSP	Hidden Mysteries: Titanic - Secrets of the Fateful Voyage	2009	0
0.01	0.01	0.0	0.0	0.0	Action	PC	Electronic Arts	NHL 08	2007	0
0.01	0.01	0.0	0.0	0.0	Misc	PC	Focus Multimedia	Angels and Despair: 5 Game Pack	2014	0
0.01	0.01	0.0	0.0	0.0	Adventure	PC	Focus Home Interactive	Vampire Saga: Welcome to Hell Lock	2011	0
0.01	0.01	0.0	0.0	0.0	Puzzle	PC	Take-Two Interactive	Lemmings Revolution	1999	0
0.01	0.01	0.0	0.0	0.0	Misc	PC	Electronic Arts	Brain Training for Dummies	2008	0
0.01	0.01	0.0	0.0	0.0	Simulation	PC	Black Bean Games	Dangerous Waters	2006	0
0.0	0.01	0.0	0.01	0.0	Strategy	PC	Activision	Heroes of the Storm	2015	0
0.01	0.01	0.0	0.0	0.0	Action	PC	Hip Interactive	Stolen	2005	0
0.0	0.01	0.0	0.01	0.0	Puzzle	PC	PopCap Games	Zuma's Revenge!	2009	0
0.0	0.01	0.0	0.01	0.0	Strategy	PC	505 Games	Dawn of Fantasy	2011	0
0.01	0.01	0.0	0.0	0.0	Sports	PC	Nordic Games	MX vs. ATV Supercross Encore	2015	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Kalypso Media	Dungeons: Game of the Year Edition	2011	0
0.01	0.01	0.0	0.0	0.0	Action	PC	Warner Bros. Interactive Entertainment	LEGO Marvel's Avengers	2016	0
0.01	0.01	0.0	0.0	0.0	Sports	PC	Empire Interactive	International Cricket Captain 2009	2009	0
0.01	0.01	0.0	0.0	0.0	Role-Playing	PC	inXile Entertainment	Torment: Tides of Numenera	2017	0
0.01	0.01	0.0	0.0	0.0	Adventure	PC	GSP	Beyond the Legend - Mysteries of Olympus	2016	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Avanquest	Victorian Mysteries: Woman in White	2010	0
0.0	0.01	0.0	0.01	0.0	Strategy	PC	Electronic Arts	Command & Conquer: Generals	2003	0
0.01	0.01	0.0	0.0	0.0	Shooter	PC	Ubisoft	Tom Clancy's Ghost Recon Advanced Warfighter 2	2007	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Paradox Interactive	Pride of Nations	2011	0
0.01	0.01	0.0	0.0	0.0	Misc	PC	Focus Multimedia	Darkness and Sorrow: 5 Game Pack	2014	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Sega	Rome: Total War Anthology	2008	0
0.01	0.01	0.0	0.0	0.0	Action	PC	Electronic Arts	Harry Potter and the Goblet of Fire	2005	0
0.01	0.01	0.0	0.0	0.0	Shooter	PC	Nordic Games	Painkiller: Hell & Damnation	2012	0
0.01	0.01	0.0	0.0	0.0	Adventure	PC	Paradox Interactive	Pirates of Black Cove	2011	0
0.0	0.01	0.0	0.01	0.0	Role-Playing	PC	Activision	X-Men Legends II: Rise of Apocalypse	2005	0
0.01	0.01	0.0	0.0	0.0	Adventure	PC	City Interactive	Chronicles of Mystery: The Scorpio Ritual	2008	0
0.01	0.01	0.0	0.0	0.0	Role-Playing	PC	Capcom	Dragon's Dogma	2016	0
0.01	0.01	0.0	0.0	0.0	Adventure	PC	Unknown	The Tiny Bang Story	2011	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Digital Jesters	D-Day	2004	0
0.0	0.01	0.0	0.01	0.0	Simulation	PC	Electronic Arts	SimCity 3000 Unlimited	2000	0
0.01	0.01	0.0	0.0	0.0	Action	PC	Eidos Interactive	Thief: The Dark Project	1997	0
0.01	0.01	0.0	0.0	0.0	Puzzle	PC	Avanquest	Chainz Galaxy	2011	0
0.01	0.01	0.0	0.0	0.0	Simulation	PC	Electronic Arts	The Sims 2: H&M Fashion Stuff	2007	0
0.0	0.01	0.0	0.0	0.0	Action	PC	Kalypso Media	Vikings: Wolves of Midgard	2017	0
0.0	0.01	0.0	0.0	0.0	Action	PC	Ubisoft	The Adventures of Tintin: The Game	2011	0
0.01	0.01	0.0	0.0	0.0	Action	PC	Big Fish Games	Hallowed Legends: Templar	2015	0
0.01	0.01	0.0	0.0	0.0	Sports	PC	Konami Digital Entertainment	PES 2009: Pro Evolution Soccer	2008	0
0.01	0.01	0.0	0.0	0.0	Sports	PC	Take-Two Interactive	NBA 2K10	2009	0
0.01	0.01	0.0	0.0	0.0	Role-Playing	PC	Atari	Neverwinter Nights 2: Storm of Zehir	2008	0
0.0	0.01	0.0	0.01	0.0	Adventure	PC	DreamCatcher Interactive	Nancy Drew: Secret of the Scarlet Hand	2002	0
0.01	0.01	0.0	0.0	0.0	Sports	PC	Sega	Beijing 2008	2008	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Microsoft Game Studios	Age of Mythology: Gold Edition	2004	0
0.01	0.01	0.0	0.0	0.0	Simulation	PC	RailSimulator.com	RailWorks 2: Train Simulator	2010	0
0.01	0.01	0.0	0.0	0.0	Simulation	PC	Focus Home Interactive	Cities XXL	2015	0
0.0	0.01	0.0	0.01	0.0	Sports	PC	Electronic Arts	Tiger Woods PGA Tour 06	2005	0
0.01	0.01	0.0	0.0	0.0	Simulation	PC	Sold Out	Planet Coaster	2017	0
0.01	0.01	0.0	0.0	0.0	Adventure	PC	Big Fish Games	Haunted Hotel: Ancient Curse	2016	0
0.01	0.01	0.0	0.0	0.0	Action	PC	Lace Mamba Global	Lucius	2012	0
0.01	0.01	0.0	0.0	0.0	Action	PC	Warner Bros. Interactive Entertainment	LEGO Batman 2: DC Super Heroes	2012	0
0.01	0.01	0.0	0.0	0.0	Platform	PC	Namco Bandai Games	Little Nightmares	2017	0
0.01	0.01	0.0	0.0	0.0	Simulation	PC	Electronic Arts	The Sims: Life Stories	2007	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Electronic Arts	Shogun: Total War	2000	0
0.01	0.01	0.0	0.0	0.0	Racing	PC	Capcom	MotoGP 08	2008	0
0.01	0.01	0.0	0.0	0.0	Action	PC	Big Fish Games	Fabled Legends: The Dark Piper	2014	0
0.01	0.01	0.0	0.0	0.0	Adventure	PC	Daedalic Entertainment	Deponia Doomsday	2016	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Paradox Interactive	Sword of the Stars: Complete Collection	2010	0
0.01	0.01	0.0	0.0	0.0	Adventure	PC	Astragon	Dark Parables: The Little Mermaid and the Purple Tide	2016	0
0.0	0.01	0.0	0.01	0.0	Strategy	PC	Electronic Arts	Black & White 2: Battle of the Gods	2006	0
0.01	0.01	0.0	0.0	0.0	Action	PC	Avanquest Software	4 Play Collection: Treasure Hunters	2014	0
0.01	0.01	0.0	0.0	0.0	Sports	PC	PQube	Summer Challenge: Athletics Tournament	2011	0
0.01	0.01	0.0	0.0	0.0	Shooter	PC	P2 Games	Burn Zombie Burn!	2010	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Paradox Interactive	Lionheart: Kings' Crusade	2010	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Paradox Interactive	King Arthur Collection	2011	0
0.01	0.01	0.0	0.0	0.0	Adventure	PC	EuroVideo Medien	Heaven's Hope	2016	0
0.01	0.01	0.0	0.0	0.0	Puzzle	PC	Mumbo Jumbo	7 Wonders of the Ancient World	2007	0
0.01	0.01	0.0	0.0	0.0	Action	PC	Focus Home Interactive	Styx: Shards of Darknes	2017	0
0.01	0.01	0.0	0.0	0.0	Adventure	PC	Codemasters	Leisure Suit Larry: Box Office Bust	2009	0
0.01	0.01	0.0	0.0	0.0	Shooter	PC	Iceberg Interactive	The Ball	2010	0
0.01	0.01	0.0	0.0	0.0	Shooter	PC	Fox Interactive	Aliens versus Predator	1999	0
0.01	0.01	0.0	0.0	0.0	Sports	PC	Electronic Arts	Madden NFL 08	2007	0
0.01	0.01	0.0	0.0	0.0	Sports	PC	Bigben Interactive	WRC 5: FIA World Rally Championship	2015	0
0.01	0.01	0.0	0.0	0.0	Racing	PC	Deep Silver	nail'd	2010	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Strategy First	Jagged Alliance 2	1999	0
0.01	0.01	0.0	0.0	0.0	Action	PC	Warner Bros. Interactive Entertainment	Mad Max (2015)	2015	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Deep Silver	Warhammer: Mark of Chaos - Battle March	2008	0
0.01	0.01	0.0	0.0	0.0	Adventure	PC	Rondomedia	Scratches	2006	0
0.01	0.01	0.0	0.0	0.0	Misc	PC	Sega	Total War Collection	2012	0
0.01	0.01	0.0	0.0	0.0	Sports	PC	Team17 Software	Worms Crazy Golf	2011	0
0.01	0.01	0.0	0.0	0.0	Simulation	PC	Focus Home Interactive	Le Tour de France 2017	2017	0
0.0	0.01	0.0	0.0	0.0	Puzzle	PC	Capcom	Neopets Puzzle Adventure	2008	0
0.01	0.01	0.0	0.0	0.0	Misc	PC	Sega	Sonic Mega Collection Plus	2006	0
0.0	0.01	0.0	0.01	0.0	Action	PC	Activision	Ultimate Spider-Man	2005	0
0.0	0.01	0.0	0.01	0.0	Strategy	PC	Microsoft Game Studios	Age of Empires	1997	0
0.0	0.01	0.0	0.0	0.0	Adventure	PC	Iceberg Interactive	Dark Fall 3: Lost Souls	2009	0
0.0	0.01	0.0	0.01	0.0	Strategy	PC	Kalypso Media	Disciples III: Resurrection	2011	0
0.01	0.01	0.0	0.0	0.0	Action	PC	Ubisoft	Devil May Cry 3: Dante's Awakening Special Edition	2006	0
0.0	0.01	0.0	0.0	0.0	Action	PC	Sega	Universe at War: Earth Assault	2007	0
0.0	0.01	0.0	0.0	0.0	Misc	PC	P2 Games	Jacqueline Wilson's Tracy Beaker: The Game	2009	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Paradox Interactive	Europa Universalis III	2007	0
0.0	0.01	0.0	0.0	0.0	Shooter	PC	Activision	Call of Duty	2003	0
0.0	0.01	0.0	0.01	0.0	Role-Playing	PC	Take-Two Interactive	Dungeon Siege II: Broken World	2006	0
0.0	0.01	0.0	0.01	0.0	Adventure	PC	Alawar Entertainment	Twisted Lands: Insomniac	2011	0
0.01	0.01	0.0	0.0	0.0	Misc	PC	Big Fish Games	Gothic Fiction: Dark Saga	2015	0
0.01	0.01	0.0	0.0	0.0	Simulation	PC	Atari	Monopoly Tycoon	2001	0
0.0	0.01	0.0	0.0	0.0	Role-Playing	PC	Ubisoft	The Mighty Quest for Epic Loot	2013	0
0.0	0.01	0.0	0.0	0.0	Puzzle	PC	Valve Software	Portal	2007	0
0.01	0.01	0.0	0.0	0.0	Action	PC	Focus Multimedia	Hidden Expedition: The Crown of Solomon	2014	0
0.0	0.01	0.0	0.0	0.0	Misc	PC	Zoo Games	Calvin Tucker's Redneck Jamboree	2009	0
0.0	0.01	0.0	0.0	0.0	Strategy	PC	DTP Entertainment	Greed Corp	2010	0
0.0	0.01	0.0	0.0	0.0	Simulation	PC	Ubisoft	Dawn of Discovery: Venice	2010	0
0.0	0.01	0.0	0.0	0.0	Role-Playing	PC	Square Enix	NieR Automata	2017	0
